508483.23600809	6300928.66835992	240.53869927
508483.43600809	6300928.66835992	240.54559927
508483.63600809	6300928.66835992	240.49842047
508483.83600809	6300928.66835992	240.49957909
508484.03600809	6300928.66835992	240.59109927
508484.23600809	6300928.66835992	240.49992075
508484.43600809	6300928.66835992	240.59609927
508484.63600809	6300928.66835992	240.53089927
508484.83600809	6300928.66835992	240.52799927
508485.03600809	6300928.66835992	240.56449927
508485.23600809	6300928.66835992	240.60639927
508485.43600809	6300928.66835992	240.54559927
508485.63600809	6300928.66835992	240.53869927
508485.83600809	6300928.66835992	240.59079927
508486.03600809	6300928.66835992	240.51729927
508486.23600809	6300928.66835992	240.56489927
508486.43600809	6300928.66835992	240.52969927
508486.63600809	6300928.66835992	240.53759927
508486.83600809	6300928.66835992	240.61539927
508487.03600809	6300928.66835992	240.56579927
508487.23600809	6300928.66835992	240.55329927
508487.43600809	6300928.66835992	240.55549927
508487.63600809	6300928.66835992	240.50169927
508487.83600809	6300928.66835992	240.46721635
508488.03600809	6300928.66835992	240.49192009
508488.23600809	6300928.66835992	240.49649927
508488.43600809	6300928.66835992	240.48919927
508488.63600809	6300928.66835992	240.42919927
508488.83600809	6300928.66835992	240.48819178
508489.03600809	6300928.66835992	240.46899927
508489.23600809	6300928.66835992	240.48865529
508489.43600809	6300928.66835992	240.48849296
508489.63600809	6300928.66835992	240.48849769
508489.83600809	6300928.66835992	240.48848698
508490.03600809	6300928.66835992	240.48848815
508490.23600809	6300928.66835992	240.48848998
508490.43600809	6300928.66835992	240.48849099
508490.63600809	6300928.66835992	240.48849708
508490.83600809	6300928.66835992	240.48850818
508491.03600809	6300928.66835992	240.48852965
508491.23600809	6300928.66835992	240.48859285
508491.43600809	6300928.66835992	240.48739670
508491.63600809	6300928.66835992	240.48805693
508483.23600809	6300928.86835992	240.54559927
508483.43600809	6300928.86835992	240.54559927
508483.63600809	6300928.86835992	240.51588904
508483.83600809	6300928.86835992	240.51665959
508484.03600809	6300928.86835992	240.59109927
508484.23600809	6300928.86835992	240.51547514
508484.43600809	6300928.86835992	240.59609927
508484.63600809	6300928.86835992	240.53089927
508484.83600809	6300928.86835992	240.52799927
508485.03600809	6300928.86835992	240.56449927
508485.23600809	6300928.86835992	240.60639927
508485.43600809	6300928.86835992	240.54559927
508485.63600809	6300928.86835992	240.53869927
508485.83600809	6300928.86835992	240.59079927
508486.03600809	6300928.86835992	240.51729927
508486.23600809	6300928.86835992	240.56489927
508486.43600809	6300928.86835992	240.52969927
508486.63600809	6300928.86835992	240.53759927
508486.83600809	6300928.86835992	240.61539927
508487.03600809	6300928.86835992	240.56579927
508487.23600809	6300928.86835992	240.55329927
508487.43600809	6300928.86835992	240.55549927
508487.63600809	6300928.86835992	240.50169927
508487.83600809	6300928.86835992	240.49985250
508488.03600809	6300928.86835992	240.44087753
508488.23600809	6300928.86835992	240.43555194
508488.43600809	6300928.86835992	240.48919927
508488.63600809	6300928.86835992	240.42919927
508488.83600809	6300928.86835992	240.41008886
508489.03600809	6300928.86835992	240.46899927
508489.23600809	6300928.86835992	240.41008166
508489.43600809	6300928.86835992	240.41007985
508489.63600809	6300928.86835992	240.41007985
508489.83600809	6300928.86835992	240.41007973
508490.03600809	6300928.86835992	240.41007974
508490.23600809	6300928.86835992	240.41007980
508490.43600809	6300928.86835992	240.41007982
508490.63600809	6300928.86835992	240.41007999
508490.83600809	6300928.86835992	240.41008027
508491.03600809	6300928.86835992	240.41008026
508491.23600809	6300928.86835992	240.41007975
508491.43600809	6300928.86835992	240.41626688
508491.63600809	6300928.86835992	240.41544723
508483.23600809	6300929.06835992	240.49649927
508483.43600809	6300929.06835992	240.49649927
508483.63600809	6300929.06835992	240.49649927
508483.83600809	6300929.06835992	240.49649927
508484.03600809	6300929.06835992	240.49649927
508484.23600809	6300929.06835992	240.49649927
508484.43600809	6300929.06835992	240.49649927
508484.63600809	6300929.06835992	240.49649927
508484.83600809	6300929.06835992	240.49649927
508485.03600809	6300929.06835992	240.49649927
508485.23600809	6300929.06835992	240.49649927
508485.43600809	6300929.06835992	240.49649927
508485.63600809	6300929.06835992	240.49649927
508485.83600809	6300929.06835992	240.49649927
508486.03600809	6300929.06835992	240.49649927
508486.23600809	6300929.06835992	240.49649927
508486.43600809	6300929.06835992	240.49649927
508486.63600809	6300929.06835992	240.49649927
508486.83600809	6300929.06835992	240.49649927
508487.03600809	6300929.06835992	240.49649927
508487.23600809	6300929.06835992	240.49649927
508487.43600809	6300929.06835992	240.49649927
508487.63600809	6300929.06835992	240.49649927
508487.83600809	6300929.06835992	240.49649927
508488.03600809	6300929.06835992	240.49649927
508488.23600809	6300929.06835992	240.44459356
508488.43600809	6300929.06835992	240.48919927
508488.63600809	6300929.06835992	240.48919927
508488.83600809	6300929.06835992	240.48919927
508489.03600809	6300929.06835992	240.48919927
508489.23600809	6300929.06835992	240.48919927
508489.43600809	6300929.06835992	240.48919927
508489.63600809	6300929.06835992	240.48919927
508489.83600809	6300929.06835992	240.48919927
508490.03600809	6300929.06835992	240.48919927
508490.23600809	6300929.06835992	240.48919927
508490.43600809	6300929.06835992	240.48919927
508490.63600809	6300929.06835992	240.48919927
508490.83600809	6300929.06835992	240.48919927
508491.03600809	6300929.06835992	240.48919927
508491.23600809	6300929.06835992	240.48919927
508491.43600809	6300929.06835992	240.48919927
508491.63600809	6300929.06835992	240.48919927
508483.23600809	6300929.26835992	240.54758074
508483.43600809	6300929.26835992	240.54735244
508483.63600809	6300929.26835992	240.55124821
508483.83600809	6300929.26835992	240.55124922
508484.03600809	6300929.26835992	240.55128403
508484.23600809	6300929.26835992	240.55124934
508484.43600809	6300929.26835992	240.55128604
508484.63600809	6300929.26835992	240.55125438
508484.83600809	6300929.26835992	240.55125376
508485.03600809	6300929.26835992	240.55127211
508485.23600809	6300929.26835992	240.55129224
508485.43600809	6300929.26835992	240.55126220
508485.63600809	6300929.26835992	240.55125836
508485.83600809	6300929.26835992	240.55128366
508486.03600809	6300929.26835992	240.55124734
508486.23600809	6300929.26835992	240.55127059
508486.43600809	6300929.26835992	240.55125451
508486.63600809	6300929.26835992	240.55125911
508486.83600809	6300929.26835992	240.55129717
508487.03600809	6300929.26835992	240.52209509
508487.23600809	6300929.26835992	240.51491034
508487.43600809	6300929.26835992	240.49108921
508487.63600809	6300929.26835992	240.48890488
508487.83600809	6300929.26835992	240.46641970
508488.03600809	6300929.26835992	240.47609008
508488.23600809	6300929.26835992	240.47344030
508488.43600809	6300929.26835992	240.40679927
508488.63600809	6300929.26835992	240.40679927
508488.83600809	6300929.26835992	240.40679927
508489.03600809	6300929.26835992	240.40679927
508489.23600809	6300929.26835992	240.40679927
508489.43600809	6300929.26835992	240.40679927
508489.63600809	6300929.26835992	240.40679927
508489.83600809	6300929.26835992	240.40679927
508490.03600809	6300929.26835992	240.40679927
508490.23600809	6300929.26835992	240.40679927
508490.43600809	6300929.26835992	240.40679927
508490.63600809	6300929.26835992	240.40679927
508490.83600809	6300929.26835992	240.40679927
508491.03600809	6300929.26835992	240.40679927
508491.23600809	6300929.26835992	240.40679927
508491.43600809	6300929.26835992	240.40679927
508491.63600809	6300929.26835992	240.40679927
508483.23600809	6300929.46835992	240.50169927
508483.43600809	6300929.46835992	240.50169927
508483.63600809	6300929.46835992	240.50169927
508483.83600809	6300929.46835992	240.50169927
508484.03600809	6300929.46835992	240.50169927
